Parameters: {'n': 128, 'q': 3329, 'k': 1, 'secret_type': 'cbd', 'eta': 2, 'gaussian_std': 2, 'hw': -1, 'error_type': 'cbd', 'num_gen': 4, 'add_noise': True, 'mod_q': True, 'seed': 0, 'approximation_std': 3, 'approximation_threshold': 0.01, 'save_to': '../data', 'float_type': 'd', 'matrix_config': 'dual', 'reduction_factor': None, 'reduction_resampling': True, 'min_samples': None, 'num_matrices': 63, 'reduction_max_size': 800, 'lookback': 3, 'warmup_steps': 10, 'flatter_alpha': 0.001, 'bkz_delta': 0.99, 'bkz_block_sizes': '20:48:4', 'use_polish': True, 'interleaved_steps': 0, 'penalty': 4, 'verbose': True, 'train_percentages': [0.1, 0.3, 0.6, 1.0], 'model': 'tukey', 'lr': 0.0001, 'c_factor': 1.0, 'epsilon': 1.1, 'max_iter': 15000, 'alpha': 0.0001, 'warm_start': False, 'fit_intercept': True, 'tol': 0.0001, 'use_ransac': False, 'residual_factor': 1.5, 'max_trials': 100}
Arguments: {'num_attacks': 1, 'attack_strategy': 'hour', 'attack_every': 10, 'save_strategy': 'no', 'save_every': 0, 'stop_strategy': 'hour', 'stop_after': 40, 'save_at_the_end': True, 'reload': False, 'reload_from': None, 'train_secret_types': ['cbd']}
Attacking 63 matrices using 64 threads.
- Algo: flatter | Updated 253/253 | Mean std_B: 4423.77
- Algo: flatter | Updated 253/253 | Mean std_B: 4446.52
- Algo: flatter | Updated 255/255 | Mean std_B: 4265.13
- Algo: flatter | Updated 255/255 | Mean std_B: 4263.50
- Algo: flatter | Updated 256/256 | Mean std_B: 4263.18
- Algo: flatter | Updated 254/254 | Mean std_B: 4411.41
- Algo: flatter | Updated 253/253 | Mean std_B: 4400.66
- Algo: flatter | Updated 255/255 | Mean std_B: 4277.82
- Algo: flatter | Updated 254/254 | Mean std_B: 4448.97
- Algo: flatter | Updated 254/254 | Mean std_B: 4361.26
- Algo: flatter | Updated 253/253 | Mean std_B: 4410.73
- Algo: flatter | Updated 252/252 | Mean std_B: 4385.46
- Algo: flatter | Updated 254/254 | Mean std_B: 4361.91
- Algo: flatter | Updated 255/255 | Mean std_B: 4275.86
- Algo: flatter | Updated 255/255 | Mean std_B: 4311.73
- Algo: flatter | Updated 255/255 | Mean std_B: 4259.85
- Algo: flatter | Updated 253/253 | Mean std_B: 4374.79
- Algo: flatter | Updated 253/253 | Mean std_B: 4383.76
- Algo: flatter | Updated 255/255 | Mean std_B: 4308.34
- Algo: flatter | Updated 256/256 | Mean std_B: 4329.37
- Algo: flatter | Updated 255/255 | Mean std_B: 4297.27
- Algo: flatter | Updated 255/255 | Mean std_B: 4297.47
- Algo: flatter | Updated 256/256 | Mean std_B: 4160.67
- Algo: flatter | Updated 258/258 | Mean std_B: 4086.70
- Algo: flatter | Updated 254/254 | Mean std_B: 4302.55
- Algo: flatter | Updated 252/252 | Mean std_B: 4497.73
- Algo: flatter | Updated 254/254 | Mean std_B: 4401.19
- Algo: flatter | Updated 256/256 | Mean std_B: 4243.96
- Algo: flatter | Updated 255/255 | Mean std_B: 4290.63
- Algo: flatter | Updated 254/254 | Mean std_B: 4312.50
