Parameters: {'n': 256, 'q': 3329, 'k': 1, 'secret_type': 'cbd', 'eta': 2, 'gaussian_std': 2, 'hw': -1, 'error_type': 'cbd', 'num_gen': 4, 'add_noise': True, 'mod_q': True, 'seed': 0, 'approximation_std': 3, 'approximation_threshold': 0.01, 'save_to': '../data', 'float_type': 'd', 'matrix_config': 'dual', 'reduction_factor': None, 'reduction_resampling': True, 'min_samples': None, 'num_matrices': 63, 'reduction_max_size': 800, 'lookback': 3, 'warmup_steps': 10, 'flatter_alpha': 0.001, 'bkz_delta': 0.99, 'bkz_block_sizes': '20:48:4', 'use_polish': True, 'interleaved_steps': 0, 'penalty': 4, 'verbose': True, 'train_percentages': [0.1, 0.3, 0.6, 1.0], 'model': 'tukey', 'lr': 0.0001, 'c_factor': 1.0, 'epsilon': 1.1, 'max_iter': 15000, 'alpha': 0.0001, 'warm_start': False, 'fit_intercept': True, 'tol': 0.0001, 'use_ransac': False, 'residual_factor': 1.5, 'max_trials': 100}
Arguments: {'num_attacks': 1, 'attack_strategy': 'hour', 'attack_every': 10, 'save_strategy': 'no', 'save_every': 0, 'stop_strategy': 'hour', 'stop_after': 40, 'save_at_the_end': True, 'reload': False, 'reload_from': None, 'train_secret_types': ['cbd']}
Attacking 63 matrices using 64 threads.
- Algo: flatter | Updated 236/236 | Mean std_B: 11715.93
- Algo: flatter | Updated 236/236 | Mean std_B: 11744.02
- Algo: flatter | Updated 236/236 | Mean std_B: 11765.10
- Algo: flatter | Updated 236/236 | Mean std_B: 11771.56
- Algo: flatter | Updated 236/236 | Mean std_B: 11726.22
- Algo: flatter | Updated 236/236 | Mean std_B: 11787.64
- Algo: flatter | Updated 236/236 | Mean std_B: 11795.32
- Algo: flatter | Updated 236/236 | Mean std_B: 11688.37
- Algo: flatter | Updated 236/236 | Mean std_B: 11769.00
- Algo: flatter | Updated 236/236 | Mean std_B: 11789.93
- Algo: flatter | Updated 236/236 | Mean std_B: 11771.29
- Algo: flatter | Updated 236/236 | Mean std_B: 11779.87
- Algo: flatter | Updated 236/236 | Mean std_B: 11721.54
- Algo: flatter | Updated 236/236 | Mean std_B: 11779.33
- Algo: flatter | Updated 236/236 | Mean std_B: 11735.92
- Algo: flatter | Updated 236/236 | Mean std_B: 11812.67
- Algo: flatter | Updated 236/236 | Mean std_B: 11775.98
- Algo: flatter | Updated 236/236 | Mean std_B: 11813.43
- Algo: flatter | Updated 236/236 | Mean std_B: 11714.70
- Algo: flatter | Updated 236/236 | Mean std_B: 11730.45
- Algo: flatter | Updated 236/236 | Mean std_B: 11760.39
- Algo: flatter | Updated 236/236 | Mean std_B: 11744.33
- Algo: flatter | Updated 236/236 | Mean std_B: 11750.80
- Algo: flatter | Updated 236/236 | Mean std_B: 11775.38
- Algo: flatter | Updated 236/236 | Mean std_B: 11677.91
- Algo: flatter | Updated 236/236 | Mean std_B: 11716.38
- Algo: flatter | Updated 236/236 | Mean std_B: 11648.31
- Algo: flatter | Updated 236/236 | Mean std_B: 11736.42
- Algo: flatter | Updated 236/236 | Mean std_B: 11658.79
- Algo: flatter | Updated 236/236 | Mean std_B: 11698.05
- Algo: flatter | Updated 236/236 | Mean std_B: 11772.61
- Algo: flatter | Updated 236/236 | Mean std_B: 11661.15
- Algo: flatter | Updated 236/236 | Mean std_B: 11660.74
- Algo: flatter | Updated 236/236 | Mean std_B: 11616.46
- Algo: flatter | Updated 236/236 | Mean std_B: 11699.27
- Algo: flatter | Updated 236/236 | Mean std_B: 11716.89
- Algo: flatter | Updated 236/236 | Mean std_B: 11671.14
- Algo: flatter | Updated 236/236 | Mean std_B: 11734.63
- Algo: flatter | Updated 236/236 | Mean std_B: 11682.82
- Algo: flatter | Updated 236/236 | Mean std_B: 11611.24
- Algo: flatter | Updated 236/236 | Mean std_B: 11643.69
- Algo: flatter | Updated 236/236 | Mean std_B: 11647.29
- Algo: flatter | Updated 236/236 | Mean std_B: 11747.46
- Algo: flatter | Updated 236/236 | Mean std_B: 11675.65
- Algo: flatter | Updated 236/236 | Mean std_B: 11629.65
- Algo: flatter | Updated 236/236 | Mean std_B: 11718.26
- Algo: flatter | Updated 236/236 | Mean std_B: 11625.21
- Algo: flatter | Updated 236/236 | Mean std_B: 11711.59
- Algo: flatter | Updated 236/236 | Mean std_B: 11652.66
- Algo: flatter | Updated 236/236 | Mean std_B: 11657.31
- Algo: flatter | Updated 236/236 | Mean std_B: 11719.27
- Algo: flatter | Updated 236/236 | Mean std_B: 11660.35
- Algo: flatter | Updated 236/236 | Mean std_B: 11646.18
- Algo: flatter | Updated 236/236 | Mean std_B: 11651.92
- Algo: flatter | Updated 236/236 | Mean std_B: 11647.37
- Algo: flatter | Updated 236/236 | Mean std_B: 11674.49
- Algo: flatter | Updated 236/236 | Mean std_B: 11628.02
- Algo: flatter | Updated 236/236 | Mean std_B: 11624.37
- Algo: flatter | Updated 236/236 | Mean std_B: 11675.38
- Algo: flatter | Updated 236/236 | Mean std_B: 11689.86
- Algo: flatter | Updated 236/236 | Mean std_B: 11645.53
- Algo: flatter | Updated 236/236 | Mean std_B: 11602.33
- Algo: flatter | Updated 236/236 | Mean std_B: 11634.79
Tour 1 | Time: 494.83s | Mean std_B: 11704.61 | Reduction Factor: 0.7524
- Algo: flatter | Updated 196/236 | Mean std_B: 11761.11
- Algo: flatter | Updated 205/236 | Mean std_B: 11775.91
- Algo: flatter | Updated 197/236 | Mean std_B: 11889.88
- Algo: flatter | Updated 203/236 | Mean std_B: 11905.08
- Algo: flatter | Updated 198/236 | Mean std_B: 11866.90
- Algo: flatter | Updated 198/236 | Mean std_B: 11899.10
- Algo: flatter | Updated 200/236 | Mean std_B: 11955.83
- Algo: flatter | Updated 203/236 | Mean std_B: 11878.41
- Algo: flatter | Updated 193/236 | Mean std_B: 11879.40
- Algo: flatter | Updated 193/236 | Mean std_B: 11829.54
- Algo: flatter | Updated 184/236 | Mean std_B: 11878.82
- Algo: flatter | Updated 202/236 | Mean std_B: 11730.24
- Algo: flatter | Updated 201/236 | Mean std_B: 11733.40
- Algo: flatter | Updated 202/236 | Mean std_B: 11753.99
- Algo: flatter | Updated 197/236 | Mean std_B: 11806.94
- Algo: flatter | Updated 194/236 | Mean std_B: 11774.29
- Algo: flatter | Updated 207/236 | Mean std_B: 11782.55
- Algo: flatter | Updated 200/236 | Mean std_B: 11862.12
- Algo: flatter | Updated 197/236 | Mean std_B: 11870.55
- Algo: flatter | Updated 192/236 | Mean std_B: 11735.22
- Algo: flatter | Updated 192/236 | Mean std_B: 11746.44
- Algo: flatter | Updated 192/236 | Mean std_B: 11805.00
- Algo: flatter | Updated 190/236 | Mean std_B: 11724.58
- Algo: flatter | Updated 204/236 | Mean std_B: 11851.27
- Algo: flatter | Updated 198/236 | Mean std_B: 11894.73
- Algo: flatter | Updated 196/236 | Mean std_B: 11858.61
- Algo: flatter | Updated 202/236 | Mean std_B: 11838.87
- Algo: flatter | Updated 203/236 | Mean std_B: 11702.59
- Algo: flatter | Updated 199/236 | Mean std_B: 11878.87
- Algo: flatter | Updated 185/236 | Mean std_B: 11721.31
- Algo: flatter | Updated 205/236 | Mean std_B: 11729.39
- Algo: flatter | Updated 206/236 | Mean std_B: 11842.04
- Algo: flatter | Updated 198/236 | Mean std_B: 11873.95
- Algo: flatter | Updated 195/236 | Mean std_B: 11864.73
- Algo: flatter | Updated 185/236 | Mean std_B: 11685.30
- Algo: flatter | Updated 198/236 | Mean std_B: 11771.97
- Algo: flatter | Updated 202/236 | Mean std_B: 11940.28
- Algo: flatter | Updated 201/236 | Mean std_B: 11958.21
- Algo: flatter | Updated 198/236 | Mean std_B: 11757.02
- Algo: flatter | Updated 192/236 | Mean std_B: 11866.13
- Algo: flatter | Updated 186/236 | Mean std_B: 11812.19
- Algo: flatter | Updated 191/236 | Mean std_B: 11725.98
- Algo: flatter | Updated 198/236 | Mean std_B: 11719.56
- Algo: flatter | Updated 190/236 | Mean std_B: 11724.31
- Algo: flatter | Updated 194/236 | Mean std_B: 11703.28
- Algo: flatter | Updated 193/236 | Mean std_B: 11695.77
- Algo: flatter | Updated 198/236 | Mean std_B: 11712.18
- Algo: flatter | Updated 206/236 | Mean std_B: 11811.31
- Algo: flatter | Updated 205/236 | Mean std_B: 11864.38
- Algo: flatter | Updated 197/236 | Mean std_B: 11878.54
- Algo: flatter | Updated 202/236 | Mean std_B: 11827.72
- Algo: flatter | Updated 200/236 | Mean std_B: 11894.71
- Algo: flatter | Updated 202/236 | Mean std_B: 11746.31
- Algo: flatter | Updated 202/236 | Mean std_B: 11848.70
- Algo: flatter | Updated 201/236 | Mean std_B: 11903.34
- Algo: flatter | Updated 207/236 | Mean std_B: 11686.35
- Algo: flatter | Updated 204/236 | Mean std_B: 11907.05
- Algo: flatter | Updated 203/236 | Mean std_B: 11781.76
- Algo: flatter | Updated 201/236 | Mean std_B: 11972.76
- Algo: flatter | Updated 203/236 | Mean std_B: 11720.05
- Algo: flatter | Updated 199/236 | Mean std_B: 11719.11
- Algo: flatter | Updated 208/236 | Mean std_B: 11883.25
- Algo: flatter | Updated 208/236 | Mean std_B: 11885.62
Tour 2 | Time: 524.09s | Mean std_B: 11813.82 | Reduction Factor: 0.7591
- Algo: flatter | Updated 202/236 | Mean std_B: 11937.51
- Algo: flatter | Updated 196/236 | Mean std_B: 11766.17
- Algo: flatter | Updated 194/236 | Mean std_B: 11791.77
- Algo: flatter | Updated 186/236 | Mean std_B: 11886.50
- Algo: flatter | Updated 190/236 | Mean std_B: 11966.27
- Algo: flatter | Updated 199/236 | Mean std_B: 11904.79
- Algo: flatter | Updated 193/236 | Mean std_B: 11967.36
- Algo: flatter | Updated 186/236 | Mean std_B: 11924.14
- Algo: flatter | Updated 191/236 | Mean std_B: 11774.47
- Algo: flatter | Updated 193/236 | Mean std_B: 11967.18
- Algo: flatter | Updated 183/236 | Mean std_B: 11775.69
- Algo: flatter | Updated 194/236 | Mean std_B: 11816.28
- Algo: flatter | Updated 193/236 | Mean std_B: 11919.74
- Algo: flatter | Updated 196/236 | Mean std_B: 11903.00- Algo: flatter | Updated 198/236 | Mean std_B: 11783.14

- Algo: flatter | Updated 187/236 | Mean std_B: 11873.73- Algo: flatter | Updated 194/236 | Mean std_B: 11899.29
- Algo: flatter | Updated 194/236 | Mean std_B: 11713.94

- Algo: flatter | Updated 196/236 | Mean std_B: 11835.77
- Algo: flatter | Updated 196/236 | Mean std_B: 11750.64
- Algo: flatter | Updated 185/236 | Mean std_B: 11770.18
- Algo: flatter | Updated 195/236 | Mean std_B: 11760.01
- Algo: flatter | Updated 191/236 | Mean std_B: 11926.45
- Algo: flatter | Updated 199/236 | Mean std_B: 11940.80
- Algo: flatter | Updated 191/236 | Mean std_B: 11873.04
- Algo: flatter | Updated 198/236 | Mean std_B: 11785.57
- Algo: flatter | Updated 191/236 | Mean std_B: 11736.85
- Algo: flatter | Updated 182/236 | Mean std_B: 11751.87
- Algo: flatter | Updated 190/236 | Mean std_B: 11817.08
- Algo: flatter | Updated 192/236 | Mean std_B: 11944.40
- Algo: flatter | Updated 190/236 | Mean std_B: 11932.49
- Algo: flatter | Updated 202/236 | Mean std_B: 11898.76
- Algo: flatter | Updated 197/236 | Mean std_B: 11811.24
- Algo: flatter | Updated 193/236 | Mean std_B: 11923.34
- Algo: flatter | Updated 190/236 | Mean std_B: 11827.22
- Algo: flatter | Updated 186/236 | Mean std_B: 11756.59
- Algo: flatter | Updated 202/236 | Mean std_B: 11935.83
- Algo: flatter | Updated 195/236 | Mean std_B: 11929.54
- Algo: flatter | Updated 198/236 | Mean std_B: 11778.32
- Algo: flatter | Updated 197/236 | Mean std_B: 11753.38
- Algo: flatter | Updated 187/236 | Mean std_B: 11741.14
- Algo: flatter | Updated 197/236 | Mean std_B: 11909.54
- Algo: flatter | Updated 189/236 | Mean std_B: 11803.66
- Algo: flatter | Updated 188/236 | Mean std_B: 11802.99
- Algo: flatter | Updated 202/236 | Mean std_B: 11696.06
- Algo: flatter | Updated 194/236 | Mean std_B: 11912.52
- Algo: flatter | Updated 173/236 | Mean std_B: 11715.16
- Algo: flatter | Updated 196/236 | Mean std_B: 12013.13
- Algo: flatter | Updated 189/236 | Mean std_B: 11928.59
- Algo: flatter | Updated 203/236 | Mean std_B: 11868.81
- Algo: flatter | Updated 198/236 | Mean std_B: 11794.15
- Algo: flatter | Updated 194/236 | Mean std_B: 11747.53
- Algo: flatter | Updated 199/236 | Mean std_B: 11748.86
- Algo: flatter | Updated 196/236 | Mean std_B: 11842.63
- Algo: flatter | Updated 190/236 | Mean std_B: 11767.57
- Algo: flatter | Updated 194/236 | Mean std_B: 11773.70
- Algo: flatter | Updated 189/236 | Mean std_B: 11846.05
- Algo: flatter | Updated 205/236 | Mean std_B: 11958.00
- Algo: flatter | Updated 186/236 | Mean std_B: 11949.97
- Algo: flatter | Updated 193/236 | Mean std_B: 11756.10
- Algo: flatter | Updated 189/236 | Mean std_B: 12011.09
- Algo: flatter | Updated 199/236 | Mean std_B: 11982.15
- Algo: flatter | Updated 187/236 | Mean std_B: 11783.96
- Algo: flatter | Updated 195/236 | Mean std_B: 12001.30
- Algo: flatter | Updated 194/236 | Mean std_B: 11898.31
- Algo: flatter | Updated 183/236 | Mean std_B: 11961.94
- Algo: flatter | Updated 186/236 | Mean std_B: 11773.92
- Algo: flatter | Updated 191/236 | Mean std_B: 11907.33
- Algo: flatter | Updated 192/236 | Mean std_B: 11916.57
- Algo: flatter | Updated 185/236 | Mean std_B: 11980.55
- Algo: flatter | Updated 190/236 | Mean std_B: 11821.49
- Algo: flatter | Updated 189/236 | Mean std_B: 11836.66
- Algo: flatter | Updated 198/236 | Mean std_B: 11858.96
- Algo: flatter | Updated 200/236 | Mean std_B: 11853.79
- Algo: flatter | Updated 191/236 | Mean std_B: 11931.66
- Algo: flatter | Updated 191/236 | Mean std_B: 11744.44
- Algo: flatter | Updated 176/236 | Mean std_B: 11875.80
- Algo: flatter | Updated 189/236 | Mean std_B: 11967.41
- Algo: flatter | Updated 189/236 | Mean std_B: 11832.04
- Algo: flatter | Updated 194/236 | Mean std_B: 11890.64
- Algo: flatter | Updated 187/236 | Mean std_B: 11914.40
- Algo: flatter | Updated 195/236 | Mean std_B: 11844.39
- Algo: flatter | Updated 178/236 | Mean std_B: 11797.34
- Algo: flatter | Updated 185/236 | Mean std_B: 11800.30
- Algo: flatter | Updated 186/236 | Mean std_B: 11994.57
- Algo: flatter | Updated 194/236 | Mean std_B: 12060.55
- Algo: flatter | Updated 185/236 | Mean std_B: 11997.99
- Algo: flatter | Updated 178/236 | Mean std_B: 11935.25
- Algo: flatter | Updated 198/236 | Mean std_B: 11975.95
- Algo: flatter | Updated 181/236 | Mean std_B: 11968.87
- Algo: flatter | Updated 188/236 | Mean std_B: 11997.80
- Algo: flatter | Updated 191/236 | Mean std_B: 11774.90
- Algo: flatter | Updated 193/236 | Mean std_B: 11783.77
- Algo: flatter | Updated 193/236 | Mean std_B: 11803.74
- Algo: flatter | Updated 192/236 | Mean std_B: 11865.66
- Algo: flatter | Updated 192/236 | Mean std_B: 11893.05
- Algo: flatter | Updated 197/236 | Mean std_B: 11880.92
- Algo: flatter | Updated 189/236 | Mean std_B: 11869.96
- Algo: flatter | Updated 184/236 | Mean std_B: 11700.52
- Algo: flatter | Updated 186/236 | Mean std_B: 11780.60
- Algo: flatter | Updated 189/236 | Mean std_B: 11787.62
