Parameters: {'n': 110, 'q': 251, 'k': 1, 'secret_type': 'binary', 'eta': 2, 'gaussian_std': 3, 'hw': -1, 'error_type': 'gaussian', 'num_gen': 4, 'add_noise': True, 'mod_q': True, 'seed': 0, 'approximation_std': 3, 'approximation_threshold': 0.01, 'save_to': '../data', 'float_type': 'd', 'matrix_config': 'salsa', 'reduction_samples': None, 'reduction_resampling': True, 'min_samples': None, 'num_matrices': 63, 'reduction_max_size': 220, 'lookback': 3, 'warmup_steps': 5, 'flatter_alpha': 0.001, 'bkz_delta': 0.99, 'bkz_block_sizes': '20:40:10', 'use_polish': True, 'interleaved_steps': 0, 'penalty': 10, 'verbose': True, 'train_percentages': [0.1, 0.3, 0.6, 1.0], 'model': 'tukey', 'lr': 0.0001, 'c_factor': 1.0, 'epsilon': 1.1, 'max_iter': 15000, 'alpha': 0.0001, 'warm_start': False, 'fit_intercept': False, 'tol': 0.001, 'use_ransac': False, 'residual_factor': 1.5, 'max_trials': 100, 'reduction_factor': None}
Arguments: {'num_attacks': 1, 'attack_strategy': 'hour', 'attack_every': 5, 'save_strategy': 'no', 'save_every': 0, 'stop_strategy': 'hour', 'stop_after': 40, 'save_at_the_end': True, 'reload': False, 'reload_from': None, 'train_secret_types': ['binary'], 'reload_from_salsa': 1.0, 'num_training_repeats': 10, 'hw_range': None}
Attacking 63 matrices using 64 threads.
- Algo: flatter | Updated 58/58 | Mean std_B: 390.76
- Algo: flatter | Updated 58/58 | Mean std_B: 391.14
- Algo: flatter | Updated 58/58 | Mean std_B: 390.79
- Algo: flatter | Updated 58/58 | Mean std_B: 391.43
- Algo: flatter | Updated 58/58 | Mean std_B: 389.86
- Algo: flatter | Updated 58/58 | Mean std_B: 390.79
- Algo: flatter | Updated 58/58 | Mean std_B: 392.35
- Algo: flatter | Updated 58/58 | Mean std_B: 392.85
- Algo: flatter | Updated 58/58 | Mean std_B: 391.12
- Algo: flatter | Updated 58/58 | Mean std_B: 392.56
- Algo: flatter | Updated 58/58 | Mean std_B: 391.71
- Algo: flatter | Updated 58/58 | Mean std_B: 391.50
- Algo: flatter | Updated 58/58 | Mean std_B: 392.38
- Algo: flatter | Updated 58/58 | Mean std_B: 391.95
- Algo: flatter | Updated 58/58 | Mean std_B: 392.40
- Algo: flatter | Updated 58/58 | Mean std_B: 390.98
- Algo: flatter | Updated 58/58 | Mean std_B: 393.02
- Algo: flatter | Updated 58/58 | Mean std_B: 391.46
- Algo: flatter | Updated 58/58 | Mean std_B: 391.61
- Algo: flatter | Updated 58/58 | Mean std_B: 390.79
- Algo: flatter | Updated 58/58 | Mean std_B: 392.16
- Algo: flatter | Updated 58/58 | Mean std_B: 391.72
- Algo: flatter | Updated 58/58 | Mean std_B: 392.23
- Algo: flatter | Updated 58/58 | Mean std_B: 392.33
- Algo: flatter | Updated 58/58 | Mean std_B: 391.21
- Algo: flatter | Updated 58/58 | Mean std_B: 391.89
- Algo: flatter | Updated 58/58 | Mean std_B: 391.45
- Algo: flatter | Updated 58/58 | Mean std_B: 390.48
- Algo: flatter | Updated 58/58 | Mean std_B: 391.88
- Algo: flatter | Updated 58/58 | Mean std_B: 392.49
- Algo: flatter | Updated 58/58 | Mean std_B: 391.58
- Algo: flatter | Updated 58/58 | Mean std_B: 391.60
- Algo: flatter | Updated 58/58 | Mean std_B: 391.88
- Algo: flatter | Updated 58/58 | Mean std_B: 391.57
- Algo: flatter | Updated 58/58 | Mean std_B: 391.77
- Algo: flatter | Updated 58/58 | Mean std_B: 391.60
- Algo: flatter | Updated 58/58 | Mean std_B: 390.59
- Algo: flatter | Updated 58/58 | Mean std_B: 392.82
- Algo: flatter | Updated 58/58 | Mean std_B: 391.70
- Algo: flatter | Updated 58/58 | Mean std_B: 392.23
- Algo: flatter | Updated 58/58 | Mean std_B: 391.17
- Algo: flatter | Updated 58/58 | Mean std_B: 392.05
- Algo: flatter | Updated 58/58 | Mean std_B: 391.73
- Algo: flatter | Updated 58/58 | Mean std_B: 391.88
- Algo: flatter | Updated 58/58 | Mean std_B: 391.41
- Algo: flatter | Updated 58/58 | Mean std_B: 391.56
- Algo: flatter | Updated 58/58 | Mean std_B: 392.82
- Algo: flatter | Updated 58/58 | Mean std_B: 391.73
- Algo: flatter | Updated 58/58 | Mean std_B: 392.49
- Algo: flatter | Updated 58/58 | Mean std_B: 392.05
- Algo: flatter | Updated 58/58 | Mean std_B: 392.29
- Algo: flatter | Updated 58/58 | Mean std_B: 391.92
- Algo: flatter | Updated 58/58 | Mean std_B: 391.13
- Algo: flatter | Updated 58/58 | Mean std_B: 392.30
- Algo: flatter | Updated 58/58 | Mean std_B: 391.75
