Parameters: {'n': 200, 'q': 3329, 'k': 1, 'secret_type': 'cbd', 'eta': 2, 'gaussian_std': 2, 'hw': -1, 'error_type': 'cbd', 'num_gen': 4, 'add_noise': True, 'mod_q': True, 'seed': 0, 'approximation_std': 3, 'approximation_threshold': 0.01, 'save_to': '../data', 'float_type': 'd', 'matrix_config': 'salsa', 'reduction_factor': None, 'reduction_resampling': True, 'min_samples': None, 'num_matrices': 63, 'reduction_max_size': 800, 'lookback': 3, 'warmup_steps': 10, 'flatter_alpha': 0.001, 'bkz_delta': 0.99, 'bkz_block_sizes': '20:48:4', 'use_polish': True, 'interleaved_steps': 0, 'penalty': 4, 'verbose': True, 'train_percentages': [0.1, 0.3, 0.6, 1.0], 'model': 'tukey', 'lr': 0.0001, 'c_factor': 1.0, 'epsilon': 1.1, 'max_iter': 15000, 'alpha': 0.0001, 'warm_start': False, 'fit_intercept': True, 'tol': 0.0001, 'use_ransac': False, 'residual_factor': 1.5, 'max_trials': 100}
Arguments: {'num_attacks': 1, 'attack_strategy': 'hour', 'attack_every': 10, 'save_strategy': 'no', 'save_every': 0, 'stop_strategy': 'hour', 'stop_after': 40, 'save_at_the_end': True, 'reload': False, 'reload_from': None, 'train_secret_types': ['cbd']}
Attacking 63 matrices using 64 threads.
- Algo: flatter | Updated 133/133 | Mean std_B: 13733.00
- Algo: flatter | Updated 133/133 | Mean std_B: 13784.77
- Algo: flatter | Updated 133/133 | Mean std_B: 13754.16
- Algo: flatter | Updated 133/133 | Mean std_B: 13798.20
- Algo: flatter | Updated 133/133 | Mean std_B: 13773.25
- Algo: flatter | Updated 133/133 | Mean std_B: 13761.54
- Algo: flatter | Updated 133/133 | Mean std_B: 13761.51
- Algo: flatter | Updated 133/133 | Mean std_B: 13777.05
- Algo: flatter | Updated 133/133 | Mean std_B: 13755.53
- Algo: flatter | Updated 133/133 | Mean std_B: 13735.13
- Algo: flatter | Updated 133/133 | Mean std_B: 13775.52
- Algo: flatter | Updated 133/133 | Mean std_B: 13769.11
- Algo: flatter | Updated 133/133 | Mean std_B: 13754.64
- Algo: flatter | Updated 133/133 | Mean std_B: 13763.57
- Algo: flatter | Updated 133/133 | Mean std_B: 13730.39
- Algo: flatter | Updated 133/133 | Mean std_B: 13762.47
- Algo: flatter | Updated 133/133 | Mean std_B: 13751.74
- Algo: flatter | Updated 133/133 | Mean std_B: 13789.09
- Algo: flatter | Updated 133/133 | Mean std_B: 13746.03
- Algo: flatter | Updated 133/133 | Mean std_B: 13755.37
- Algo: flatter | Updated 133/133 | Mean std_B: 13730.09
- Algo: flatter | Updated 133/133 | Mean std_B: 13753.20
