Parameters: {'n': 70, 'q': 3329, 'k': 2, 'secret_type': 'cbd', 'eta': 2, 'gaussian_std': 2, 'hw': -1, 'error_type': 'cbd', 'num_gen': 4, 'add_noise': True, 'mod_q': True, 'seed': 0, 'approximation_std': 3, 'approximation_threshold': 0.01, 'save_to': '../data', 'float_type': 'd', 'matrix_config': 'dual', 'reduction_factor': None, 'reduction_resampling': True, 'min_samples': None, 'num_matrices': 63, 'reduction_max_size': 400, 'lookback': 3, 'warmup_steps': 10, 'flatter_alpha': 0.001, 'bkz_delta': 0.99, 'bkz_block_sizes': '20:48:4', 'use_polish': True, 'interleaved_steps': 0, 'penalty': 4, 'verbose': True, 'train_percentages': [0.1, 0.3, 0.6, 1.0], 'model': 'tukey', 'lr': 0.0001, 'c_factor': 1.0, 'epsilon': 1.1, 'max_iter': 15000, 'alpha': 0.0001, 'warm_start': False, 'fit_intercept': True, 'tol': 0.0001, 'use_ransac': False, 'residual_factor': 1.5, 'max_trials': 100}
Arguments: {'num_attacks': 1, 'attack_strategy': 'hour', 'attack_every': 1, 'save_strategy': 'no', 'save_every': 0, 'stop_strategy': 'hour', 'stop_after': 40, 'save_at_the_end': True, 'reload': False, 'reload_from': None, 'train_secret_types': ['cbd']}
Attacking 63 matrices using 64 threads.
- Algo: flatter | Updated 251/251 | Mean std_B: 5651.48
- Algo: flatter | Updated 257/257 | Mean std_B: 5330.48
- Algo: flatter | Updated 251/251 | Mean std_B: 5692.54
- Algo: flatter | Updated 255/255 | Mean std_B: 5513.35
- Algo: flatter | Updated 254/254 | Mean std_B: 5547.85
- Algo: flatter | Updated 255/255 | Mean std_B: 5482.52
- Algo: flatter | Updated 256/256 | Mean std_B: 5540.26
- Algo: flatter | Updated 255/255 | Mean std_B: 5489.49
- Algo: flatter | Updated 256/256 | Mean std_B: 5372.65
- Algo: flatter | Updated 256/256 | Mean std_B: 5399.46
- Algo: flatter | Updated 253/253 | Mean std_B: 5570.12
- Algo: flatter | Updated 256/256 | Mean std_B: 5544.72
- Algo: flatter | Updated 257/257 | Mean std_B: 5371.09
- Algo: flatter | Updated 255/255 | Mean std_B: 5307.77
- Algo: flatter | Updated 255/255 | Mean std_B: 5539.55
- Algo: flatter | Updated 257/257 | Mean std_B: 5337.03
- Algo: flatter | Updated 254/254 | Mean std_B: 5484.11
- Algo: flatter | Updated 258/258 | Mean std_B: 5248.97
- Algo: flatter | Updated 255/255 | Mean std_B: 5383.92
- Algo: flatter | Updated 257/257 | Mean std_B: 5290.78
- Algo: flatter | Updated 256/256 | Mean std_B: 5543.49
- Algo: flatter | Updated 257/257 | Mean std_B: 5408.91
- Algo: flatter | Updated 257/257 | Mean std_B: 5326.97
- Algo: flatter | Updated 254/254 | Mean std_B: 5508.26
- Algo: flatter | Updated 256/256 | Mean std_B: 5403.08
- Algo: flatter | Updated 258/258 | Mean std_B: 5336.95
- Algo: flatter | Updated 257/257 | Mean std_B: 5342.52
- Algo: flatter | Updated 257/257 | Mean std_B: 5388.05
- Algo: flatter | Updated 254/254 | Mean std_B: 5450.03
- Algo: flatter | Updated 257/257 | Mean std_B: 5392.37
- Algo: flatter | Updated 255/255 | Mean std_B: 5421.36
- Algo: flatter | Updated 255/255 | Mean std_B: 5310.23
- Algo: flatter | Updated 258/258 | Mean std_B: 5274.76
- Algo: flatter | Updated 257/257 | Mean std_B: 5359.57
- Algo: flatter | Updated 256/256 | Mean std_B: 5317.25
- Algo: flatter | Updated 257/257 | Mean std_B: 5401.02
- Algo: flatter | Updated 255/255 | Mean std_B: 5409.70
- Algo: flatter | Updated 258/258 | Mean std_B: 5196.66
- Algo: flatter | Updated 256/256 | Mean std_B: 5316.55
- Algo: flatter | Updated 255/255 | Mean std_B: 5428.60
- Algo: flatter | Updated 255/255 | Mean std_B: 5347.53
- Algo: flatter | Updated 256/256 | Mean std_B: 5368.57
- Algo: flatter | Updated 258/258 | Mean std_B: 5288.91
- Algo: flatter | Updated 259/259 | Mean std_B: 5247.07
- Algo: flatter | Updated 257/257 | Mean std_B: 5363.57
- Algo: flatter | Updated 257/257 | Mean std_B: 5310.23
- Algo: flatter | Updated 258/258 | Mean std_B: 5240.03
- Algo: flatter | Updated 258/258 | Mean std_B: 5224.37
- Algo: flatter | Updated 259/259 | Mean std_B: 5235.57
- Algo: flatter | Updated 256/256 | Mean std_B: 5358.34
- Algo: flatter | Updated 258/258 | Mean std_B: 5287.53
- Algo: flatter | Updated 256/256 | Mean std_B: 5324.40
- Algo: flatter | Updated 258/258 | Mean std_B: 5267.83
- Algo: flatter | Updated 257/257 | Mean std_B: 5227.40
- Algo: flatter | Updated 257/257 | Mean std_B: 5289.26
- Algo: flatter | Updated 257/257 | Mean std_B: 5341.37
- Algo: flatter | Updated 256/256 | Mean std_B: 5397.35
- Algo: flatter | Updated 257/257 | Mean std_B: 5417.49
- Algo: flatter | Updated 258/258 | Mean std_B: 5223.55
- Algo: flatter | Updated 258/258 | Mean std_B: 5296.95
- Algo: flatter | Updated 256/256 | Mean std_B: 5282.44
- Algo: flatter | Updated 256/256 | Mean std_B: 5342.66
- Algo: flatter | Updated 259/259 | Mean std_B: 5194.10
Tour 1 | Time: 321.93s | Mean std_B: 5372.61 | Reduction Factor: 0.4759
- Algo: flatter | Updated 216/257 | Mean std_B: 5816.59
- Algo: flatter | Updated 217/255 | Mean std_B: 5816.76
- Algo: flatter | Updated 207/254 | Mean std_B: 5924.78
- Algo: flatter | Updated 207/259 | Mean std_B: 5900.89
- Algo: flatter | Updated 206/257 | Mean std_B: 5880.76
- Algo: flatter | Updated 205/258 | Mean std_B: 5891.08
- Algo: flatter | Updated 201/256 | Mean std_B: 5975.46
- Algo: flatter | Updated 214/256 | Mean std_B: 5923.21
- Algo: flatter | Updated 207/257 | Mean std_B: 5891.57
- Algo: flatter | Updated 203/255 | Mean std_B: 6101.96
- Algo: flatter | Updated 211/256 | Mean std_B: 5855.32
- Algo: flatter | Updated 204/255 | Mean std_B: 5985.32
- Algo: flatter | Updated 205/256 | Mean std_B: 5940.62
- Algo: flatter | Updated 208/254 | Mean std_B: 5945.18
- Algo: flatter | Updated 203/256 | Mean std_B: 5857.08
- Algo: flatter | Updated 201/257 | Mean std_B: 6007.80
- Algo: flatter | Updated 200/258 | Mean std_B: 5848.43
- Algo: flatter | Updated 203/258 | Mean std_B: 5886.41
- Algo: flatter | Updated 204/257 | Mean std_B: 5882.88
- Algo: flatter | Updated 204/257 | Mean std_B: 5845.43
- Algo: flatter | Updated 207/254 | Mean std_B: 6010.75
- Algo: flatter | Updated 207/258 | Mean std_B: 5787.86
- Algo: flatter | Updated 192/258 | Mean std_B: 5741.66
- Algo: flatter | Updated 209/256 | Mean std_B: 5951.75
- Algo: flatter | Updated 211/257 | Mean std_B: 5795.55
- Algo: flatter | Updated 199/255 | Mean std_B: 5993.69
- Algo: flatter | Updated 216/255 | Mean std_B: 5880.17
- Algo: flatter | Updated 200/257 | Mean std_B: 5901.47
- Algo: flatter | Updated 206/256 | Mean std_B: 6033.99
- Algo: flatter | Updated 207/257 | Mean std_B: 5912.78
- Algo: flatter | Updated 204/256 | Mean std_B: 5886.50
