Parameters: {'n': 64, 'q': 3329, 'k': 2, 'secret_type': 'cbd', 'eta': 2, 'gaussian_std': 2, 'hw': -1, 'error_type': 'cbd', 'num_gen': 4, 'add_noise': True, 'mod_q': True, 'seed': 0, 'approximation_std': 3, 'approximation_threshold': 0.01, 'save_to': '../data', 'float_type': 'd', 'matrix_config': 'dual', 'reduction_factor': None, 'reduction_resampling': True, 'min_samples': None, 'num_matrices': 63, 'reduction_max_size': 400, 'lookback': 3, 'warmup_steps': 10, 'flatter_alpha': 0.001, 'bkz_delta': 0.99, 'bkz_block_sizes': '20:48:4', 'use_polish': True, 'interleaved_steps': 0, 'penalty': 4, 'verbose': True, 'train_percentages': [0.1, 0.3, 0.6, 1.0], 'model': 'tukey', 'lr': 0.0001, 'c_factor': 1.0, 'epsilon': 1.1, 'max_iter': 15000, 'alpha': 0.0001, 'warm_start': False, 'fit_intercept': True, 'tol': 0.0001, 'use_ransac': False, 'residual_factor': 1.5, 'max_trials': 100}
Arguments: {'num_attacks': 1, 'attack_strategy': 'hour', 'attack_every': 1, 'save_strategy': 'no', 'save_every': 0, 'stop_strategy': 'hour', 'stop_after': 40, 'save_at_the_end': True, 'reload': False, 'reload_from': None, 'train_secret_types': ['cbd']}
Attacking 63 matrices using 64 threads.
- Algo: flatter | Updated 253/253 | Mean std_B: 4477.25
- Algo: flatter | Updated 254/254 | Mean std_B: 4419.06
- Algo: flatter | Updated 257/257 | Mean std_B: 4229.69
- Algo: flatter | Updated 252/252 | Mean std_B: 4378.06
- Algo: flatter | Updated 254/254 | Mean std_B: 4296.26
- Algo: flatter | Updated 255/255 | Mean std_B: 4350.81
- Algo: flatter | Updated 254/254 | Mean std_B: 4436.14
- Algo: flatter | Updated 253/253 | Mean std_B: 4370.71
- Algo: flatter | Updated 255/255 | Mean std_B: 4344.76
- Algo: flatter | Updated 256/256 | Mean std_B: 4284.95
- Algo: flatter | Updated 256/256 | Mean std_B: 4261.52
- Algo: flatter | Updated 255/255 | Mean std_B: 4279.58
- Algo: flatter | Updated 252/252 | Mean std_B: 4504.16
- Algo: flatter | Updated 253/253 | Mean std_B: 4382.64
- Algo: flatter | Updated 255/255 | Mean std_B: 4342.47
- Algo: flatter | Updated 256/256 | Mean std_B: 4272.76
- Algo: flatter | Updated 257/257 | Mean std_B: 4191.19
- Algo: flatter | Updated 255/255 | Mean std_B: 4272.98
- Algo: flatter | Updated 253/253 | Mean std_B: 4440.70
- Algo: flatter | Updated 255/255 | Mean std_B: 4378.53
- Algo: flatter | Updated 255/255 | Mean std_B: 4443.68
- Algo: flatter | Updated 256/256 | Mean std_B: 4216.22
- Algo: flatter | Updated 257/257 | Mean std_B: 4210.38
- Algo: flatter | Updated 255/255 | Mean std_B: 4130.54
- Algo: flatter | Updated 253/253 | Mean std_B: 4397.84
- Algo: flatter | Updated 255/255 | Mean std_B: 4242.07
- Algo: flatter | Updated 256/256 | Mean std_B: 4182.36
- Algo: flatter | Updated 255/255 | Mean std_B: 4288.97
- Algo: flatter | Updated 256/256 | Mean std_B: 4160.00
- Algo: flatter | Updated 254/254 | Mean std_B: 4330.86
- Algo: flatter | Updated 257/257 | Mean std_B: 4221.33
- Algo: flatter | Updated 256/256 | Mean std_B: 4291.59
- Algo: flatter | Updated 257/257 | Mean std_B: 4072.95
- Algo: flatter | Updated 256/256 | Mean std_B: 4172.59
- Algo: flatter | Updated 256/256 | Mean std_B: 4162.95
- Algo: flatter | Updated 256/256 | Mean std_B: 4207.09
- Algo: flatter | Updated 255/255 | Mean std_B: 4326.58
- Algo: flatter | Updated 255/255 | Mean std_B: 4357.17
- Algo: flatter | Updated 255/255 | Mean std_B: 4172.64
- Algo: flatter | Updated 257/257 | Mean std_B: 4125.28
- Algo: flatter | Updated 254/254 | Mean std_B: 4297.14
- Algo: flatter | Updated 256/256 | Mean std_B: 4184.18
- Algo: flatter | Updated 255/255 | Mean std_B: 4241.82
- Algo: flatter | Updated 255/255 | Mean std_B: 4251.85
- Algo: flatter | Updated 258/258 | Mean std_B: 4050.49
- Algo: flatter | Updated 255/255 | Mean std_B: 4241.34
- Algo: flatter | Updated 258/258 | Mean std_B: 4114.46
- Algo: flatter | Updated 257/257 | Mean std_B: 4218.26
- Algo: flatter | Updated 257/257 | Mean std_B: 4162.51
- Algo: flatter | Updated 256/256 | Mean std_B: 4156.34
- Algo: flatter | Updated 257/257 | Mean std_B: 4118.31
- Algo: flatter | Updated 256/256 | Mean std_B: 4200.17
- Algo: flatter | Updated 255/255 | Mean std_B: 4142.39
- Algo: flatter | Updated 256/256 | Mean std_B: 4202.74
- Algo: flatter | Updated 256/256 | Mean std_B: 4173.83
- Algo: flatter | Updated 255/255 | Mean std_B: 4133.59
- Algo: flatter | Updated 256/256 | Mean std_B: 4094.57
- Algo: flatter | Updated 257/257 | Mean std_B: 4229.44
- Algo: flatter | Updated 254/254 | Mean std_B: 4237.51
- Algo: flatter | Updated 256/256 | Mean std_B: 4125.82
- Algo: flatter | Updated 255/255 | Mean std_B: 4283.73
- Algo: flatter | Updated 256/256 | Mean std_B: 4164.16
- Algo: flatter | Updated 255/255 | Mean std_B: 4206.49
Tour 1 | Time: 169.22s | Mean std_B: 4251.30 | Reduction Factor: 0.3899
- Algo: flatter | Updated 215/257 | Mean std_B: 4771.33
- Algo: flatter | Updated 202/256 | Mean std_B: 4800.14
- Algo: flatter | Updated 216/253 | Mean std_B: 4887.16
- Algo: flatter | Updated 195/256 | Mean std_B: 4899.10
- Algo: flatter | Updated 211/253 | Mean std_B: 4989.59
- Algo: flatter | Updated 216/253 | Mean std_B: 4992.84
- Algo: flatter | Updated 206/255 | Mean std_B: 4928.85
