Parameters: {'n': 110, 'q': 3329, 'k': 1, 'secret_type': 'cbd', 'eta': 2, 'gaussian_std': 2, 'hw': -1, 'error_type': 'cbd', 'num_gen': 4, 'add_noise': True, 'mod_q': True, 'seed': 0, 'approximation_std': 3, 'approximation_threshold': 0.01, 'save_to': '../data', 'float_type': 'd', 'matrix_config': 'dual', 'reduction_factor': None, 'reduction_resampling': True, 'min_samples': None, 'num_matrices': 63, 'reduction_max_size': 800, 'lookback': 3, 'warmup_steps': 10, 'flatter_alpha': 0.001, 'bkz_delta': 0.99, 'bkz_block_sizes': '20:48:4', 'use_polish': True, 'interleaved_steps': 0, 'penalty': 4, 'verbose': True, 'train_percentages': [0.1, 0.3, 0.6, 1.0], 'model': 'tukey', 'lr': 0.0001, 'c_factor': 1.0, 'epsilon': 1.1, 'max_iter': 15000, 'alpha': 0.0001, 'warm_start': False, 'fit_intercept': True, 'tol': 0.0001, 'use_ransac': False, 'residual_factor': 1.5, 'max_trials': 100}
Arguments: {'num_attacks': 1, 'attack_strategy': 'hour', 'attack_every': 10, 'save_strategy': 'no', 'save_every': 0, 'stop_strategy': 'hour', 'stop_after': 40, 'save_at_the_end': True, 'reload': False, 'reload_from': None, 'train_secret_types': ['cbd']}
Attacking 63 matrices using 64 threads.
- Algo: flatter | Updated 247/247 | Mean std_B: 2473.44
- Algo: flatter | Updated 247/247 | Mean std_B: 2749.62
- Algo: flatter | Updated 247/247 | Mean std_B: 2466.60
- Algo: flatter | Updated 247/247 | Mean std_B: 2528.07
- Algo: flatter | Updated 247/247 | Mean std_B: 2629.48
- Algo: flatter | Updated 247/247 | Mean std_B: 2503.28
- Algo: flatter | Updated 247/247 | Mean std_B: 2567.01
- Algo: flatter | Updated 247/247 | Mean std_B: 2478.31
- Algo: flatter | Updated 247/247 | Mean std_B: 2585.86
- Algo: flatter | Updated 247/247 | Mean std_B: 2517.24
- Algo: flatter | Updated 247/247 | Mean std_B: 2509.02
- Algo: flatter | Updated 247/247 | Mean std_B: 2553.83
- Algo: flatter | Updated 247/247 | Mean std_B: 2437.09
- Algo: flatter | Updated 247/247 | Mean std_B: 2443.89
- Algo: flatter | Updated 247/247 | Mean std_B: 2380.61
- Algo: flatter | Updated 247/247 | Mean std_B: 2468.96
- Algo: flatter | Updated 247/247 | Mean std_B: 2431.35
- Algo: flatter | Updated 247/247 | Mean std_B: 2524.14
- Algo: flatter | Updated 247/247 | Mean std_B: 2580.34
- Algo: flatter | Updated 247/247 | Mean std_B: 2442.37
- Algo: flatter | Updated 247/247 | Mean std_B: 2455.56
- Algo: flatter | Updated 247/247 | Mean std_B: 2498.76
- Algo: flatter | Updated 247/247 | Mean std_B: 2521.81
- Algo: flatter | Updated 247/247 | Mean std_B: 2518.20
- Algo: flatter | Updated 247/247 | Mean std_B: 2563.78
- Algo: flatter | Updated 247/247 | Mean std_B: 2474.39
- Algo: flatter | Updated 247/247 | Mean std_B: 2445.89
- Algo: flatter | Updated 247/247 | Mean std_B: 2416.68
- Algo: flatter | Updated 247/247 | Mean std_B: 2451.73
- Algo: flatter | Updated 247/247 | Mean std_B: 2396.27
- Algo: flatter | Updated 247/247 | Mean std_B: 2403.78
- Algo: flatter | Updated 247/247 | Mean std_B: 2479.13
- Algo: flatter | Updated 247/247 | Mean std_B: 2454.89
- Algo: flatter | Updated 247/247 | Mean std_B: 2380.22
- Algo: flatter | Updated 247/247 | Mean std_B: 2395.32
- Algo: flatter | Updated 247/247 | Mean std_B: 2376.33
- Algo: flatter | Updated 247/247 | Mean std_B: 2431.44
- Algo: flatter | Updated 247/247 | Mean std_B: 2408.14
- Algo: flatter | Updated 247/247 | Mean std_B: 2497.85
- Algo: flatter | Updated 247/247 | Mean std_B: 2391.39
- Algo: flatter | Updated 247/247 | Mean std_B: 2426.59
- Algo: flatter | Updated 247/247 | Mean std_B: 2370.26
- Algo: flatter | Updated 247/247 | Mean std_B: 2437.68
- Algo: flatter | Updated 247/247 | Mean std_B: 2400.62
- Algo: flatter | Updated 247/247 | Mean std_B: 2464.54
- Algo: flatter | Updated 247/247 | Mean std_B: 2418.41
- Algo: flatter | Updated 247/247 | Mean std_B: 2404.84
- Algo: flatter | Updated 247/247 | Mean std_B: 2404.64
- Algo: flatter | Updated 247/247 | Mean std_B: 2373.55
- Algo: flatter | Updated 247/247 | Mean std_B: 2366.21
- Algo: flatter | Updated 247/247 | Mean std_B: 2401.37
- Algo: flatter | Updated 247/247 | Mean std_B: 2340.94
- Algo: flatter | Updated 247/247 | Mean std_B: 2404.99
- Algo: flatter | Updated 247/247 | Mean std_B: 2312.07
- Algo: flatter | Updated 247/247 | Mean std_B: 2346.96
- Algo: flatter | Updated 247/247 | Mean std_B: 2334.08
- Algo: flatter | Updated 247/247 | Mean std_B: 2384.56
- Algo: flatter | Updated 247/247 | Mean std_B: 2415.85
- Algo: flatter | Updated 247/247 | Mean std_B: 2372.74
- Algo: flatter | Updated 247/247 | Mean std_B: 2367.90
- Algo: flatter | Updated 247/247 | Mean std_B: 2406.67
- Algo: flatter | Updated 247/247 | Mean std_B: 2347.64
- Algo: flatter | Updated 247/247 | Mean std_B: 2337.83
Tour 1 | Time: 237.01s | Mean std_B: 2445.60 | Reduction Factor: 0.2308
- Algo: flatter | Updated 239/247 | Mean std_B: 2590.32
- Algo: flatter | Updated 228/247 | Mean std_B: 2912.50
- Algo: flatter | Updated 228/247 | Mean std_B: 2901.57
- Algo: flatter | Updated 232/247 | Mean std_B: 2866.65
- Algo: flatter | Updated 226/247 | Mean std_B: 3059.52
- Algo: flatter | Updated 227/247 | Mean std_B: 2732.58
- Algo: flatter | Updated 232/247 | Mean std_B: 2811.54
- Algo: flatter | Updated 225/247 | Mean std_B: 2854.51
- Algo: flatter | Updated 230/247 | Mean std_B: 2741.16
- Algo: flatter | Updated 226/247 | Mean std_B: 2664.96
- Algo: flatter | Updated 239/247 | Mean std_B: 2621.26
- Algo: flatter | Updated 238/247 | Mean std_B: 2731.17
- Algo: flatter | Updated 235/247 | Mean std_B: 2896.09
- Algo: flatter | Updated 235/247 | Mean std_B: 2840.23
- Algo: flatter | Updated 238/247 | Mean std_B: 2742.91
- Algo: flatter | Updated 234/247 | Mean std_B: 2659.51
- Algo: flatter | Updated 230/247 | Mean std_B: 2698.71
- Algo: flatter | Updated 231/247 | Mean std_B: 2677.31
- Algo: flatter | Updated 242/247 | Mean std_B: 2660.02
- Algo: flatter | Updated 225/247 | Mean std_B: 2859.74
- Algo: flatter | Updated 231/247 | Mean std_B: 2708.88
- Algo: flatter | Updated 233/247 | Mean std_B: 2904.87
- Algo: flatter | Updated 235/247 | Mean std_B: 2837.20
