Parameters: {'n': 150, 'q': 6421, 'k': 1, 'secret_type': 'binary', 'eta': 2, 'gaussian_std': 3, 'hw': -1, 'error_type': 'gaussian', 'num_gen': 4, 'add_noise': True, 'mod_q': True, 'seed': 0, 'approximation_std': 3, 'approximation_threshold': 0.01, 'save_to': '../data', 'float_type': 'd', 'matrix_config': 'dual', 'reduction_samples': None, 'reduction_resampling': True, 'min_samples': None, 'num_matrices': 63, 'reduction_max_size': 400, 'lookback': 3, 'warmup_steps': 5, 'flatter_alpha': 0.001, 'bkz_delta': 0.99, 'bkz_block_sizes': '20:40:10', 'use_polish': True, 'interleaved_steps': 0, 'penalty': 8, 'verbose': True, 'train_percentages': [0.1, 0.3, 0.6, 1.0], 'model': 'tukey', 'lr': 0.0001, 'c_factor': 1.0, 'epsilon': 1.1, 'max_iter': 15000, 'alpha': 0.0001, 'warm_start': False, 'fit_intercept': False, 'tol': 0.001, 'use_ransac': False, 'residual_factor': 1.5, 'max_trials': 100, 'reduction_factor': None}
Arguments: {'num_attacks': 1, 'attack_strategy': 'hour', 'attack_every': 5, 'save_strategy': 'no', 'save_every': 0, 'stop_strategy': 'hour', 'stop_after': 40, 'save_at_the_end': True, 'reload': False, 'reload_from': None, 'train_secret_types': ['binary'], 'reload_from_salsa': 1.0, 'num_training_repeats': 10, 'hw_range': None}
Attacking 63 matrices using 64 threads.
- Algo: flatter | Updated 248/248 | Mean std_B: 6385.55
- Algo: flatter | Updated 248/248 | Mean std_B: 6274.32
- Algo: flatter | Updated 248/248 | Mean std_B: 6372.85
- Algo: flatter | Updated 248/248 | Mean std_B: 6271.01
- Algo: flatter | Updated 248/248 | Mean std_B: 6334.18
- Algo: flatter | Updated 248/248 | Mean std_B: 6330.08
- Algo: flatter | Updated 248/248 | Mean std_B: 6203.89
- Algo: flatter | Updated 248/248 | Mean std_B: 6325.84
- Algo: flatter | Updated 248/248 | Mean std_B: 6331.83
- Algo: flatter | Updated 248/248 | Mean std_B: 6341.17
- Algo: flatter | Updated 248/248 | Mean std_B: 6341.70
- Algo: flatter | Updated 248/248 | Mean std_B: 6340.99
- Algo: flatter | Updated 248/248 | Mean std_B: 6384.57
- Algo: flatter | Updated 248/248 | Mean std_B: 6309.90
- Algo: flatter | Updated 248/248 | Mean std_B: 6339.94
- Algo: flatter | Updated 248/248 | Mean std_B: 6343.40
- Algo: flatter | Updated 248/248 | Mean std_B: 6259.88
- Algo: flatter | Updated 248/248 | Mean std_B: 6287.47
- Algo: flatter | Updated 248/248 | Mean std_B: 6288.85
- Algo: flatter | Updated 248/248 | Mean std_B: 6312.74
- Algo: flatter | Updated 248/248 | Mean std_B: 6309.17
- Algo: flatter | Updated 248/248 | Mean std_B: 6304.71
- Algo: flatter | Updated 248/248 | Mean std_B: 6284.95
- Algo: flatter | Updated 248/248 | Mean std_B: 6282.49
- Algo: flatter | Updated 248/248 | Mean std_B: 6309.16
- Algo: flatter | Updated 248/248 | Mean std_B: 6280.30
- Algo: flatter | Updated 248/248 | Mean std_B: 6315.41
- Algo: flatter | Updated 248/248 | Mean std_B: 6282.71
- Algo: flatter | Updated 248/248 | Mean std_B: 6267.78
- Algo: flatter | Updated 248/248 | Mean std_B: 6363.47
- Algo: flatter | Updated 248/248 | Mean std_B: 6250.30
- Algo: flatter | Updated 248/248 | Mean std_B: 6254.69
- Algo: flatter | Updated 248/248 | Mean std_B: 6208.38
- Algo: flatter | Updated 248/248 | Mean std_B: 6309.25
