Parameters: {'n': 70, 'q': 251, 'k': 1, 'secret_type': 'binary', 'eta': 2, 'gaussian_std': 3, 'hw': -1, 'error_type': 'gaussian', 'num_gen': 4, 'add_noise': True, 'mod_q': True, 'seed': 42, 'approximation_std': 3, 'approximation_threshold': 0.01, 'save_to': '../data', 'float_type': 'd', 'matrix_config': 'dual', 'reduction_samples': None, 'reduction_resampling': True, 'min_samples': None, 'num_matrices': 63, 'reduction_max_size': 150, 'lookback': 3, 'warmup_steps': 5, 'flatter_alpha': 0.001, 'bkz_delta': 0.99, 'bkz_block_sizes': '20:40:10', 'use_polish': True, 'interleaved_steps': 0, 'penalty': 10, 'verbose': True, 'train_percentages': [0.1, 0.3, 0.6, 1.0], 'model': 'tukey', 'lr': 0.0001, 'c_factor': 1.0, 'epsilon': 1.1, 'max_iter': 15000, 'alpha': 0.0001, 'warm_start': False, 'fit_intercept': False, 'tol': 0.001, 'use_ransac': False, 'residual_factor': 1.5, 'max_trials': 100, 'reduction_factor': None}
Arguments: {'num_attacks': 1, 'attack_strategy': 'tour', 'attack_every': 2, 'save_strategy': 'hour', 'save_every': 12, 'stop_strategy': 'hour', 'stop_after': 40, 'save_at_the_end': True, 'reload': False, 'reload_from': None, 'train_secret_types': ['binary'], 'reload_from_salsa': 1.0, 'num_training_repeats': 10, 'hw_range': None}
Attacking 63 matrices using 64 threads.
- Algo: flatter | Updated 118/118 | Mean std_B: 188.33
- Algo: flatter | Updated 118/118 | Mean std_B: 179.89
- Algo: flatter | Updated 118/118 | Mean std_B: 185.26
- Algo: flatter | Updated 118/118 | Mean std_B: 185.26
- Algo: flatter | Updated 118/118 | Mean std_B: 186.10
- Algo: flatter | Updated 118/118 | Mean std_B: 185.16
- Algo: flatter | Updated 118/118 | Mean std_B: 184.33
- Algo: flatter | Updated 118/118 | Mean std_B: 184.46
- Algo: flatter | Updated 118/118 | Mean std_B: 186.41
- Algo: flatter | Updated 118/118 | Mean std_B: 185.95
- Algo: flatter | Updated 117/117 | Mean std_B: 182.55
- Algo: flatter | Updated 118/118 | Mean std_B: 183.21
- Algo: flatter | Updated 118/118 | Mean std_B: 182.90
- Algo: flatter | Updated 117/117 | Mean std_B: 184.80
- Algo: flatter | Updated 118/118 | Mean std_B: 183.83
- Algo: flatter | Updated 118/118 | Mean std_B: 182.92
- Algo: flatter | Updated 118/118 | Mean std_B: 182.42
- Algo: flatter | Updated 118/118 | Mean std_B: 185.21
- Algo: flatter | Updated 118/118 | Mean std_B: 182.96
- Algo: flatter | Updated 118/118 | Mean std_B: 181.93
- Algo: flatter | Updated 118/118 | Mean std_B: 184.41
- Algo: flatter | Updated 118/118 | Mean std_B: 183.85
- Algo: flatter | Updated 118/118 | Mean std_B: 182.94
- Algo: flatter | Updated 118/118 | Mean std_B: 182.81
- Algo: flatter | Updated 117/117 | Mean std_B: 185.13
- Algo: flatter | Updated 118/118 | Mean std_B: 185.29
- Algo: flatter | Updated 118/118 | Mean std_B: 181.43
- Algo: flatter | Updated 118/118 | Mean std_B: 180.46
- Algo: flatter | Updated 118/118 | Mean std_B: 182.62
- Algo: flatter | Updated 118/118 | Mean std_B: 183.55
- Algo: flatter | Updated 118/118 | Mean std_B: 184.43
- Algo: flatter | Updated 118/118 | Mean std_B: 179.86
- Algo: flatter | Updated 118/118 | Mean std_B: 179.81
- Algo: flatter | Updated 117/117 | Mean std_B: 183.26
- Algo: flatter | Updated 118/118 | Mean std_B: 182.80
- Algo: flatter | Updated 118/118 | Mean std_B: 182.61
- Algo: flatter | Updated 118/118 | Mean std_B: 178.82
- Algo: flatter | Updated 118/118 | Mean std_B: 179.99
- Algo: flatter | Updated 119/119 | Mean std_B: 179.97
- Algo: flatter | Updated 118/118 | Mean std_B: 179.38
- Algo: flatter | Updated 118/118 | Mean std_B: 183.54
- Algo: flatter | Updated 118/118 | Mean std_B: 184.19
- Algo: flatter | Updated 118/118 | Mean std_B: 182.49
- Algo: flatter | Updated 118/118 | Mean std_B: 179.58
- Algo: flatter | Updated 120/120 | Mean std_B: 177.26
- Algo: flatter | Updated 118/118 | Mean std_B: 180.73
- Algo: flatter | Updated 118/118 | Mean std_B: 183.14
- Algo: flatter | Updated 118/118 | Mean std_B: 181.68
- Algo: flatter | Updated 118/118 | Mean std_B: 179.26
- Algo: flatter | Updated 118/118 | Mean std_B: 181.84
- Algo: flatter | Updated 118/118 | Mean std_B: 181.09
- Algo: flatter | Updated 118/118 | Mean std_B: 181.27
- Algo: flatter | Updated 118/118 | Mean std_B: 184.72
- Algo: flatter | Updated 118/118 | Mean std_B: 180.60
- Algo: flatter | Updated 118/118 | Mean std_B: 179.68
- Algo: flatter | Updated 118/118 | Mean std_B: 181.77
- Algo: flatter | Updated 118/118 | Mean std_B: 177.48
- Algo: flatter | Updated 118/118 | Mean std_B: 179.50
- Algo: flatter | Updated 120/120 | Mean std_B: 176.10
- Algo: flatter | Updated 120/120 | Mean std_B: 176.60
- Algo: flatter | Updated 118/118 | Mean std_B: 181.14
- Algo: flatter | Updated 121/121 | Mean std_B: 174.55
- Algo: flatter | Updated 120/120 | Mean std_B: 178.14
Tour 1 | Time: 20.60s | Mean std_B: 182.11 | Reduction Factor: 0.5607 | Prob: 0.5093
- Algo: flatter | Updated 82/118 | Mean std_B: 188.40
- Algo: flatter | Updated 78/118 | Mean std_B: 185.51
- Algo: flatter | Updated 83/120 | Mean std_B: 180.21
- Algo: flatter | Updated 77/118 | Mean std_B: 181.83
- Algo: flatter | Updated 72/118 | Mean std_B: 185.67
- Algo: flatter | Updated 63/118 | Mean std_B: 193.19
- Algo: flatter | Updated 88/118 | Mean std_B: 179.18
- Algo: flatter | Updated 85/118 | Mean std_B: 182.49
- Algo: flatter | Updated 93/118 | Mean std_B: 182.77
- Algo: flatter | Updated 94/118 | Mean std_B: 180.86
- Algo: flatter | Updated 59/118 | Mean std_B: 192.48
- Algo: flatter | Updated 70/118 | Mean std_B: 190.53
- Algo: flatter | Updated 65/120 | Mean std_B: 187.53
- Algo: flatter | Updated 65/118 | Mean std_B: 192.54
- Algo: flatter | Updated 74/118 | Mean std_B: 192.20
- Algo: flatter | Updated 70/118 | Mean std_B: 190.68
- Algo: flatter | Updated 71/118 | Mean std_B: 193.50
- Algo: flatter | Updated 69/118 | Mean std_B: 187.68
- Algo: flatter | Updated 78/118 | Mean std_B: 191.41
- Algo: flatter | Updated 66/119 | Mean std_B: 193.81
- Algo: flatter | Updated 68/118 | Mean std_B: 191.28
- Algo: flatter | Updated 73/118 | Mean std_B: 188.67
- Algo: flatter | Updated 68/117 | Mean std_B: 191.23
- Algo: flatter | Updated 69/118 | Mean std_B: 189.73
- Algo: flatter | Updated 62/121 | Mean std_B: 189.06
- Algo: flatter | Updated 71/118 | Mean std_B: 186.36
- Algo: flatter | Updated 66/118 | Mean std_B: 197.57
- Algo: flatter | Updated 67/118 | Mean std_B: 190.07
- Algo: flatter | Updated 60/118 | Mean std_B: 192.56
- Algo: flatter | Updated 62/118 | Mean std_B: 188.69
- Algo: flatter | Updated 63/118 | Mean std_B: 191.41
- Algo: flatter | Updated 61/118 | Mean std_B: 196.03
- Algo: flatter | Updated 67/118 | Mean std_B: 193.39- Algo: flatter | Updated 65/118 | Mean std_B: 191.69

- Algo: flatter | Updated 64/118 | Mean std_B: 192.63
- Algo: flatter | Updated 54/118 | Mean std_B: 182.27
- Algo: flatter | Updated 9/118 | Mean std_B: 191.71
- Algo: flatter | Updated 67/118 | Mean std_B: 191.25
- Algo: flatter | Updated 76/118 | Mean std_B: 192.99
- Algo: flatter | Updated 78/117 | Mean std_B: 192.18
